data;handlers;hash;message
2009-12-06 02:42:05+00:00;1;1a2555882019e6c8e0ddf7be1ed03d5028324d33;"unit test coverage for Series and Index, various reorganization in release prep

git-svn-id: http://pandas.googlecode.com/svn/trunk@75 d5231056-7de3-11de-ac95-d976489f1ece"
2009-12-07 14:25:03+00:00;1;9bce8b7d25b8691d91b789d93947078fe6382144;"working on sphinx docs

git-svn-id: http://pandas.googlecode.com/svn/trunk@79 d5231056-7de3-11de-ac95-d976489f1ece"
2009-12-07 14:25:03+00:00;3;9bce8b7d25b8691d91b789d93947078fe6382144;"working on sphinx docs

git-svn-id: http://pandas.googlecode.com/svn/trunk@79 d5231056-7de3-11de-ac95-d976489f1ece"
2009-12-07 14:25:03+00:00;1;9bce8b7d25b8691d91b789d93947078fe6382144;"working on sphinx docs

git-svn-id: http://pandas.googlecode.com/svn/trunk@79 d5231056-7de3-11de-ac95-d976489f1ece"
2009-12-07 14:25:03+00:00;1;9bce8b7d25b8691d91b789d93947078fe6382144;"working on sphinx docs

git-svn-id: http://pandas.googlecode.com/svn/trunk@79 d5231056-7de3-11de-ac95-d976489f1ece"
2009-12-07 14:25:03+00:00;1;9bce8b7d25b8691d91b789d93947078fe6382144;"working on sphinx docs

git-svn-id: http://pandas.googlecode.com/svn/trunk@79 d5231056-7de3-11de-ac95-d976489f1ece"
2010-01-13 18:13:24+00:00;1;70d89fbaa3998306ba24a0e2491b83839a0a54a9;"Python 2.4 compatibility and enabling to be used without having SciPy installed

git-svn-id: http://pandas.googlecode.com/svn/trunk@115 d5231056-7de3-11de-ac95-d976489f1ece"
2010-01-13 18:16:48+00:00;2;6092883e8035b8e01cddabd79e950db461993794;"restored dateutil import

git-svn-id: http://pandas.googlecode.com/svn/trunk@116 d5231056-7de3-11de-ac95-d976489f1ece"
2010-01-26 05:28:52+00:00;1;af5ffc5d86bda5e2225745e34017497f68eb64cc;"edits to docs. unit tests

git-svn-id: http://pandas.googlecode.com/svn/trunk@121 d5231056-7de3-11de-ac95-d976489f1ece"
2010-02-02 21:17:01+00:00;1;fbe6e035e77d5c6ca826a1f8c015e06e91c4915d;"adjustments to platform independent make.py

git-svn-id: http://pandas.googlecode.com/svn/trunk@122 d5231056-7de3-11de-ac95-d976489f1ece"
2010-02-18 20:33:23+00:00;1;c3519f2deeaef535d558dda92e57a24c39522106;"more unit test coverage

git-svn-id: http://pandas.googlecode.com/svn/trunk@126 d5231056-7de3-11de-ac95-d976489f1ece"
2010-02-26 22:12:47+00:00;1;5882607a09b9d99db585d1f115d81594005d69b5;"loads of cleanup, tests, and DataFrame / DataMatrix API consistency. removed DataFrame.fromDict and fromMatrix methods, incorporated into default constructor

git-svn-id: http://pandas.googlecode.com/svn/trunk@131 d5231056-7de3-11de-ac95-d976489f1ece"
2010-04-12 23:08:02+00:00;1;3ef46c247784d159b9f7115cc5c1f54258587121;"code rearrangement

git-svn-id: http://pandas.googlecode.com/svn/trunk@157 d5231056-7de3-11de-ac95-d976489f1ece"
2010-05-27 16:27:55+00:00;1;3bd20bf1db7ffd313d96dd99d0dc947fbf58e841;"added io.pyx file, first version of HDFStore

git-svn-id: http://pandas.googlecode.com/svn/trunk@179 d5231056-7de3-11de-ac95-d976489f1ece"
2010-09-19 23:40:55+00:00;3;2aeb176b56526e1b3a9cc9ce12b9c3d17097078c;"misc documentation, some work on rpy2 interface. near git migration

git-svn-id: http://pandas.googlecode.com/svn/trunk@202 d5231056-7de3-11de-ac95-d976489f1ece"
2010-09-19 23:40:55+00:00;1;2aeb176b56526e1b3a9cc9ce12b9c3d17097078c;"misc documentation, some work on rpy2 interface. near git migration

git-svn-id: http://pandas.googlecode.com/svn/trunk@202 d5231056-7de3-11de-ac95-d976489f1ece"
2010-10-15 14:04:23-04:00;1;ea958565fcce64447fff19a19476d06942e92e08;misc cleanup in rolling moments, work on var.py
2010-10-15 14:24:46-04:00;3;b4e0d1c3032e4575e6716b90f557c802306a4004;added sql module, still in prototype stage
2010-12-16 17:24:41-05:00;1;a58b7d01731004cd11b62aef85cac7b43cd8e451;Ran nose with Python 2.7 and fixed warnings issues, patched up missing import errors in unit tests (e.g. SciPy, statsmodels) so users without them can run the tests without having a bunch of stuff print to the screen
2011-01-10 22:37:02-05:00;1;f437aeead507b5a769ff1951a8af6fc1b2ac432d;fixed issue GH #19
2011-02-02 17:26:59-05:00;1;d8d15f294ff71fca1374e56ffe93844666ed695b;fixed statsmodels api in ols/unit tests. misc test coverage
2011-04-17 21:04:33-04:00;1;372cc72c5345f2aa086fcb75c78519bca31d1c97;more sparse work
2011-05-03 01:03:32-04:00;1;8b4d2084c8e3ddd0f0b01ddead66efe26602406d;skeleton of sparse WidePanel, unit tests and stubs, more necessary functionality
2011-05-17 22:42:58-04:00;1;6e38eca60d0ea5fbe348a1309f0603c9fae8fba6;ExcelFile class, enhanced excel date handling, per GH#9
2011-05-25 10:32:27+01:00;1;93afbab515db82e08b2579338c0f39e3ff7c6049;modest pytz handling in DateRange. starting on AxisIndexer in frame.py
2011-05-26 17:43:28+01:00;1;ca173df785b69c9804c51f0004333f1859a6d042;changed / fixed inconsistency / minor optimization in Index.union when one contained in the other, fixed resulting failing unit tests. forced SparseSeries fill_value to always be float64 type
2011-05-31 14:03:53+01:00;1;04cef6e22267f6847d680cb69b132dc418938538;boolean indexing with Series must match index labels
2011-06-05 23:58:03+01:00;1;07c648842a93fcf545001cba67336470d4becf93;more DateRange tzinfo work
2011-06-06 13:35:19+02:00;2;b808ce2b58c713add231687327e60a24e169c4b0;DateRange unit test coverage, tz_validate impl
2011-06-06 18:59:46+02:00;2;1fe7df8b4fc864b949adb4db435294b22e82041e;Merge branch 'master' into datamatrix-refactor
2011-06-07 14:59:36+02:00;1;2502befe4cf7c3f75115a33c15abb0cab3ca8b0e;added to release notes, removed some deprecated methods, continued work on DataMatrix refactor
2011-06-08 18:38:50-04:00;1;32f51c42e751b33ff357fa7275a8f6fa15964a56;brought back dtype casting. making progress
2011-06-09 20:37:58-04:00;1;8d7d1233f095c46883cb853987593d66ef2d7e67;entire unit test suite passes
2011-06-12 15:01:02-04:00;1;c35a39de6a29a519f9e041914e318922cf2ebf92;bit the bullet and did the big merge. now time to investigate lots of potential problems
2011-06-12 15:56:24-04:00;1;cdb879b85b89c033b53c3a59d721de4332081b68;DataMatrix is no more. test suite passes. lots of missing test coverage / things to look into now
2011-06-13 17:13:26-04:00;1;504671dc8feaf0be29899b14cfff9c5a409e1dc9;DataFrame.join optimization. unit tests for consol
2011-06-13 23:53:39-04:00;1;54faa6717b1ee4bd4d01e5e59b5b6ce93e7fff99;CRLF -> LF
2011-06-13 23:53:39-04:00;1;54faa6717b1ee4bd4d01e5e59b5b6ce93e7fff99;CRLF -> LF
2011-06-13 23:53:39-04:00;1;54faa6717b1ee4bd4d01e5e59b5b6ce93e7fff99;CRLF -> LF
2011-06-13 23:54:08-04:00;1;2d5e3d08f0a42dff78924ac510bc766844c55f7b;CRLF -> LF
2011-06-13 23:54:08-04:00;1;2d5e3d08f0a42dff78924ac510bc766844c55f7b;CRLF -> LF
2011-06-13 23:54:08-04:00;1;2d5e3d08f0a42dff78924ac510bc766844c55f7b;CRLF -> LF
2011-06-14 00:00:25-04:00;2;8331518a2a3c054c2109e41307f4297bab445686;merged datamatrix-refactor branch, fixed conflicts
2011-06-14 00:00:25-04:00;1;8331518a2a3c054c2109e41307f4297bab445686;merged datamatrix-refactor branch, fixed conflicts
2011-06-14 10:31:07-04:00;1;0dc4f330b13fbdb1ef5ca9b366ecba467a4465e4;fix CRLF
2011-06-16 09:55:34-04:00;1;04934ad062aebee81652d59841806c395601a9ae;added var impl back for now
2011-06-27 18:06:16-04:00;2;dcf34904e628c1065e0bacf1374b381f8d61bc42;Cython code reorg and co-opted pyzmq build framework so do not have to check in cythonized .c code into git
2011-06-29 17:47:30-04:00;1;144840c3f0526285ed24a581f8d333cfeb5f8476;starting in on the mixed-type panel redesign
2011-06-30 09:33:31-04:00;2;9eba57708c879a48d53c44b5751f08dc72239f27;removed usages of indexMap, misc panel stuff
2011-07-01 09:09:44-04:00;3;509a994baae3376d6ef6874b6148a7d78add7713;testing IO roundtripping with HDFStore
2011-07-01 09:10:01-04:00;3;7e634dec1b53099f0646e651b3de1bc56016b686;"Merge branch 'master' into widepanel-refactor

* master:
  testing IO roundtripping with HDFStore
  added ascending argument to Series.order"
2011-07-13 13:20:26-04:00;1;99f80cb88608e0332a7bff7321b41bba821a7fd3;contributed patches
2011-07-14 16:03:18-04:00;1;027c90b83f0e1921737a15b0ff367fa485d467f3;ENH: read_table can infer integers. changed DataFrame.fromcsv to use it
2011-07-16 19:06:04-04:00;1;fa42a6a8219d2fd6505e33adc96295a40a75e8fd;FIX: critical bug fix in block formation
2011-07-25 09:25:59-04:00;1;8d49d3a23f07231e6c2866884922a8269a3a5158;ENH: multi-group flat iteration works
2011-07-26 22:06:57-04:00;1;980ef8ab8d6ecfb99fb2e24c3cd672771c38563b;BUF: missing parens in catching multiple exception types
2011-07-29 17:32:15-04:00;1;5828578301a7044e7d1dab7eaa8d3b4c99d6f1b5;ENH: multilevel index in groupby. tests do not pass yet
2011-08-08 19:27:08-04:00;1;34fbb9159d7d1007025e0a0ead8dc4071c4eb427;ENH: partial indexing with multi-level index, and various related tests
2011-08-15 11:19:37-04:00;2;be767360c0bc33f326d2ed183b57cd6348734280;ENH: added a cache of DataFrame columns to improve perf with many calls to __getitem__
2011-08-15 12:54:01-04:00;1;05995f2e5099611be51913d904c63c1f13a7d437;ENH: some integration of multi-level indexing with .ix fancy indexing
2011-08-15 21:33:20-04:00;1;be6b00456062f7a2ef74a530afeac50595e6d6a4;TST: unit tests, and custom delete for Index objects
2011-08-15 22:51:18-04:00;1;5dc1afccec7cd4c889264d5b1a90b4fc93c35017;ENH: Index.reindex refactoring and getting drop to work with MultiIndex. address GH #101
2011-08-16 13:38:11-04:00;1;193d90f425178abe051f5b7f54a9015ae6e48cd5;BUG: error message in Series.__getitem__ with KeyError was made uninformative
2011-08-22 18:01:11-04:00;1;86d34554d7802109541580d52850358e44777551;TST: Series test coverage
2011-08-24 00:39:18-04:00;1;c7625ec5059d7f9b8fd8ca058c4ad7554832e996;DOC: DataFrame docs, sort unit tests, other cleanup. deprecated tgroupby
2011-08-31 17:28:15-04:00;1;8ee4ecc7dbf6399636b6164ed1cab918e3c4854f;DOC: finished basic sorting docs.
2011-09-05 15:07:29-04:00;1;4e509811d11d496e00dbe5c71bbbf78c0ad3167f;ENH: can do as_index=False in groupby. removed dummy 'index' column from DataFrame.to_csv output and added index_label option
2011-09-05 23:55:12-04:00;1;10c8f08d993b0098a470e2aabd0234fe45068183;BUG: groupby bug with flex aggregate functions. and hierarchical columns weren't being passed on
2011-09-07 15:56:29-04:00;1;63e8f67d661261edd85b674b1f60a2599f926df5;DOC: plotting function enhancements and plotting / stats docs
2011-09-08 21:47:30-04:00;3;0397d37d06d26794cb0d064892d8a219f9f188ab;"ENH: extensive indexing.py refactoring and implemented fancy/advanced indexing
fro Panel. address GH #118"
2011-09-25 17:14:51-04:00;1;0493cc5ac81194361e830fe3ad9ec5c3aade82b5;ENH: add join panel function for testing and later integration
2011-09-27 22:53:17-04:00;1;ee3068bf6dd73213143aa5c06683706d6947cdc9;ENH: significantly speeding up Index.union
2011-09-30 00:40:05-04:00;1;56e0c9ffafac79ce262b55a6a13e1b10a88fbe93;ENH: Series.align method to leverage faster joins, faster binary ops
2011-09-30 01:04:33-04:00;1;f62e2794105a2bf6ae0bd3d2b4a1f907b8b42446;ENH: Series.sort_index perf enhancement
2011-10-13 21:22:44+01:00;1;600c36a1a2ced2bbe12b17982b995e6365ce4ca1;"Catch and silence errors in installing IPython completers.

Avoid problems with older versions of IPython (pre 0.11)

Closes gh-230"
2011-10-20 01:23:51-04:00;2;153b16ccc86f39cc0e1fa97fc1318e51d7c0abe3;ENH: refactored simple_parser into class, working on iterator. almost there
2011-11-03 17:01:57-04:00;1;debbb2d3703457166b548f580535a2ca6e3c04e1;BUG: fix GH #326, start unit testing plot methods
2011-11-03 17:01:57-04:00;1;debbb2d3703457166b548f580535a2ca6e3c04e1;BUG: fix GH #326, start unit testing plot methods
2011-11-06 17:57:41-05:00;1;32c65bddce5dcd1a736590a3cc7be913a68b8579;ENH: add Series.mad, refactor Series/DataFrame stat methods, fix GH #337 and cleanup from PR #313
2011-11-07 01:20:35-05:00;1;0c5dbcc161affdec5256fa2ae656e3f176294509;ENH: add WLS to standard regression model
2011-11-12 23:45:00-05:00;1;028129c06f0b3723de3a1719bd6d8233d763ea85;TST: release notes and DataFrame.plot tests
2011-11-13 00:16:29-05:00;1;4738a056c49fa9e40a380d7afe5adaf4b2ee3c3d;TST: misc test coverage
2011-11-13 17:31:00-05:00;1;74f5d6d52f47ce86a607769df68bdf9c68b7292a;ENH: Cython Reducer, speed up DataFrame.apply significantly, GH #309
2011-11-14 13:56:08-05:00;2;fa10e291109e20decdc7122060de2d2f27629630;ENH: read_clipboard function using code from IPython, GH #300
2011-11-22 14:17:57-05:00;1;232be97e66515490e93fdc8463a56acf1723effc;ENH: more nanops refactoring, tests pass, #382
2011-11-22 22:38:25-05:00;4;194db2667395786aad3a6ccb1bd30f85170cb2ab;BUG: support partial setting with .ix in Series and DataFrame, refactoring, GH #397
2011-12-02 16:01:54-05:00;1;ec1eebcd6991afc20975cb4fcd9ad1d6b71d5982;BUG: don't accidentally upcast int->float in .ix scalar indexing, GH #431
2011-12-05 15:39:29-05:00;2;768af08dee2c845b85b28ae9f53408b2b0ebf5ff;ENH: refactoring and micro-optimizations to support #437, uncovered panel bug
2011-12-07 15:08:18+01:00;1;608231a2eddd4fd5f215fae97b79f7077d10d30a;Utility that can report terminal width and height.
2011-12-10 16:10:26-05:00;1;b3c12b15e8c8a0f87c317fd1bf8e792805f1c582;REF: broke apart sparse.py, created sparse subpackage
2011-12-12 19:54:42-05:00;1;e874b4c001e47e0a986126c8aaead9dbc54eb238;TST: testing of margins in pivot_table, GH #114
2011-12-22 19:36:41-05:00;1;5a38dcaad29ed811abe6ca40b73f944be92ce77e;ENH: can pass list of dicts to DataFrame constructor, support Cython code, #526
2011-12-29 00:14:41-05:00;1;716ebdcc8466d21773f2ee7140b3d9c9923430a1;BUG: fix scalar setting via ix with MultiIndex, GH #551
2012-01-01 22:47:32-05:00;1;9ad40fbf147a103fabb514a55c1318d7ffba6e32;BUG: numpy.integer type-checking in indexing, groupby test coverage
2012-01-02 14:39:16-05:00;1;dfa2a8a07fe55342e8ef132f3dc2e94414f2e8a2;TST: vbenchmark for Panel.from_dict
2011-12-29 10:05:52-05:00;1;f655ff8091dda8596afd84c8fd9c435f00259e0d;"Add get_attr behavior for Panel, similar to DataFrame

Support IPython tab completion for Panel items"
2012-01-04 14:58:31-05:00;1;edb2409f94b0f44b94714d4ec754245d2a947b02;setup.py tweaks
2012-01-11 20:03:19-05:00;1;85b75f94b33bfafa1a8b4b54371da1906259f041;TST: test both with and without bottleneck, GH #91
2012-01-11 21:28:31-05:00;1;3440a9cc6b7746320a865157a7403a3bf345a0a6;ENH: can pass a list of functions to DataFrame.groupby per #166
2012-01-12 00:12:57-05:00;1;4ef29e4365aa58a38631de3bcca088dffa024907;ENH: take a crack at #614
2012-01-12 13:46:01-05:00;1;4e52e0d04d429a07ea7ac726f4d63cb49bb3c5bb;BUG: don't cast to tuple except in failure, only test with namedtuple when it exists (py >= 2.7), GH #611
2012-01-13 12:53:56-05:00;3;7b0349f0545011a6cac2422b8d8d0f409ffd1e15;ENH: API change / refactoring in Series.__getitem__ and __setitem__ to implement #86, related tightening of integer index handling from #592
2012-01-15 17:35:31-05:00;1;ed5d89129c868c80c7a807db577069d57772f11f;TST: indexing testing with minor Series.__getitem__ refactoring
2012-01-16 00:13:32-05:00;1;9bc20d6818af623733bcd23ef895443540a9780b;BUG: fix buglet with xs with level, GH #371
2012-01-19 23:23:48-05:00;1;57071253d5603f31796da352ea586321319cb334;ENH: don't try to autofmt_xdate if sharex=False in DataFrame.plot
2012-01-19 23:23:48-05:00;1;57071253d5603f31796da352ea586321319cb334;ENH: don't try to autofmt_xdate if sharex=False in DataFrame.plot
2012-01-20 18:06:14-05:00;1;414d1bf676eb3911981ddcd702c28bdc64d9cca4;BUG: hacks to support indexing with tuples contained in MultiIndex levels
2012-01-20 18:06:14-05:00;1;414d1bf676eb3911981ddcd702c28bdc64d9cca4;BUG: hacks to support indexing with tuples contained in MultiIndex levels
2012-01-26 14:46:27-05:00;1;8f32f1ccb5d0ddc123a2477df222097775111407;BUG: handle incomparable values when creating Factor, caused bug in py3
2012-02-05 21:25:06-05:00;1;a7402c680f8dcc69deb850f61fc6a2c7f7834120;DOC: very basic hack to separate vbench project from main docs, generate chapters by module. Need some prettification, close #718
2012-02-07 15:58:50-05:00;1;095f7c806f5bd8f4fa1ab2cebe31ed03d32ab84e;ENH: optimized Cython groupby routines for aggregating 2D blocks, added vbenchmark, GH #745
2012-02-07 16:08:00-05:00;1;bae80c613b0a05b7fbaf88d003b141deecf5dc23;ENH: added git sha check for jenkins builds
2012-02-07 18:22:47-05:00;1;2123d6b746099692c55fcca583c11a027c0f7990;ENH: refactor groupby and accelerate groupby with integer keys, add vbenchmark
2012-02-16 18:06:18-05:00;2;92c522ccee309bb0ef1489e36fa365e9ce542d9f;added scikits.timeseries python code to codebase
2012-02-16 18:06:18-05:00;1;92c522ccee309bb0ef1489e36fa365e9ce542d9f;added scikits.timeseries python code to codebase
2012-02-16 19:24:45-05:00;2;7eae131205f89b675efbaa5e28b0eaffe7166d18;Merge corrections
2012-02-16 19:24:45-05:00;1;7eae131205f89b675efbaa5e28b0eaffe7166d18;Merge corrections
2012-02-17 19:20:18-05:00;1;1b777aa3efb2c7ed812b92e4668526b3de4cc448;TST: test for #779, try to return string
2012-02-17 19:50:36-05:00;2;0b52b1a7cc5d138beb77841ecb18401da9c54ddf;BUG: fix mixed float/int indexing slicing problem described in #780
2012-02-18 12:39:49-05:00;2;97415c5310c74f43551f1f3f5be9a410a04f9fb4;ENH: add to_clipboard method, need to test on OSX and Windows still, #774
2012-02-18 16:08:26-05:00;2;afb645511ea2757c5db798f743350a465ff2605a;BUG: Fixed merge to master
2012-02-18 16:08:26-05:00;1;afb645511ea2757c5db798f743350a465ff2605a;BUG: Fixed merge to master
2012-02-18 16:31:27-05:00;1;f4d13fbcdf306aa901fdd6edee79fa4d736fdcf2;REF: push groupby iterator code into Grouper class
2012-02-21 11:33:19-05:00;1;063b6089de6c3c24f41437265c7b4ddabfcae96d;"Merge branch 'master' into datetime64

* master:
  ENH: implement Series.between for NA-friendly range selection, GH #802
  ENH: best attempt at NA-friendly Series comparison and boolean binary operations, GH #801
  REF: push groupby iterator code into Grouper class"
2012-02-21 20:45:55-05:00;1;797ab57d45985e343b61ddb067026294882dab0d;ENH: nuked DateRange, pulled into DatetimeIndex
2012-02-24 17:22:49-05:00;1;75bf87b8b665fcee0c55e14ebb6a3957d20f9dba;BUG: close #811, fix index.intersection where indices are incomparable
2012-02-24 14:40:43-08:00;1;575a852e2da8e11ecfb692c7c19e13cb154eb03a;"Merge pull request #830 from adamklein/IS811

BUG: close #811, fix index.intersection where indices are incomparable"
2012-02-24 17:56:59-05:00;1;869cf0fb84c5f0cbaabb8577b3cf9e62d4830d89;"Merge branch 'master' into mergemaster

* master: (27 commits)
  BUG: close #811, fix index.intersection where indices are incomparable
  ENH: rename fill_method to method, close #827
  BUG: closes #822, cast non-string columns in to_records
  BUG: use Cython take_2d instead of ndarray.take due to Fortran order performance problem, GH #817
  BUG: clean up Series wrapper that is not needed, per #819 comments
  BUG: close #816, defer tuple-unboxing until later per perivous commit comments
  BUG: close #812, fix index name dropping in _ensure_index
  ENH: close #818, per Wes comments on izip df tuple iterator
  TST: script testing groupby iteration performance GH close #817
  BUG: add test case for integer index failure re: #819
  BUG: close #816, fix exception thrown on np.diff
  BUG: close #812, reindex keeps original name along both axes
  ENH: add new izip-based row-iterator, update release and docs (close #818)
  BUG: fix issues resulting from unclean merge in PR #807
  BUG: handle grouping aggregations consistently whether as_index is True/False, close #819
  BUG: remove lingering set_trace related to previous commit
  BUG: dtype sometimes not converted to bool, closes issue #820
  BUG: malformed BlockManager in groupby, regression from 0.7.0, GH #814
  ENH: cache indexers when conforming list of series
  ENH: minor tweaks to grouped_hist
  ..."
2012-03-02 19:23:30-05:00;1;fb02a185ef37764bab6c2f529219032981e5dbaa;ENH: fast time zone conversions and validation
2012-03-12 22:25:02-04:00;1;387ec4db108a37ade1b73acbc0a06e021076a363;ENH: column selection via attributes on DataFrameGroupBy, GH #882
2012-03-13 19:39:18-04:00;1;a0a4408d071ac6c641f280988fb023262379cb05;ENH: merge up to master
2012-03-19 13:43:37-04:00;1;a022d4513fd5f3b14e85c266e4231a70a07f0bf9;ENH: DataFrame plot improvements, make pivot_table more flexible per #941
2012-03-20 11:44:44-04:00;1;f58749e39847cb3b0af7ef226aaa4c9a0e8d8537;ENH: intercept numpy.sum in groupby, plotting/console improvements
2012-03-23 15:51:53-04:00;1;95a179f60901b0366606d0a5ebe8477492eeb5c6;ENH: check if datetimeindex can be plotted as intervalindex
2012-03-27 20:25:49-04:00;1;b3b547387daeab727bc6a10de204465cada4049b;ENH: merge up to master
2012-03-27 20:25:49-04:00;1;b3b547387daeab727bc6a10de204465cada4049b;ENH: merge up to master
2012-03-31 23:09:21-04:00;1;f2d32c819a91c7309ef0363d8b61c8703d3c817a;ENH: start of plotting refactor for improved code reuse, enable more kinds of plots more easily
2012-04-04 12:08:46-04:00;1;5c4acabd74c571fd144aa7da7ef2479aac233977;BUG: temporary hack around TypeError in PyObjectHashTable
2012-04-02 20:55:43-04:00;2;074afbc63d236de9520a9ff323c1b330dfa089e3;"fixed 4Q1984 turning into 4Q3984
IntervalIndex constructor now allows you to omit freq argument if interval start/end is passed
Handle lower case time rules. Can parse ('Min', 5) as freq
Interval supports aliasing for frequency names"
2012-04-03 16:58:36-04:00;1;af914f6ddd6eed77b835723e304101aa53805241;ENH: regularized frequency string, removes references to dt. in format, removes multiple if 1
2012-04-04 20:54:36-04:00;1;b447d631d36cd0c77bef7426fc936822a26685ba;TST: moved test_datetime64.py tests to test_timeseries
2012-04-04 23:44:36-04:00;2;7d2603d2244c6f82cda7f8e24c7f6bb0b1c37ede;TST: interactions between array of datetime objects and DatetimeIndex, bug fixes
2012-04-05 00:31:51-04:00;1;30dd41260f17b92f02bb0a1d2d726354906a7355;ENH: enable to_datetime to be vectorized, handle NAs, close #858
2012-04-04 22:05:40-04:00;1;d0dd9b39bda812b30e2ba533ef622aa6c6029510;add factor function for HDFStore that's a contextmanager
2012-04-13 19:27:04-04:00;1;9840a95d9b8469eb76b66b8d6cef854d1510de48;Merge changes from master
2012-04-14 14:38:38-04:00;2;63207b83fc35c2ade37861ca581949d95f63ad61;"Merge branch 'timeseries'

* timeseries: (200 commits)
  TST: don't use deprecated DateRange
  BUG: fix buglets surfacing from merge
  RLS: set released to false, bump dev version to 0.8.0
  BUG: fix major performance issue in DatetimeIndex.union affecting join performance on irregular indexes, remedying #1046
  ENH: add to_datetime method to Index, close #208
  ENH: legacy time rule support and refactoring, better alias handling. misc tests, #1041
  ENH: to_datetime will convert array of strings and NAs to datetime64 with NaT, close #999
  ENH: more datetime64 integration in core data algorithms per #996, close #1035
  ENH: handle datetime64 in block formation from dict of arrays in DataFrame constructor, close #1037
  BUG: fix broken time_rule usage in legacy DateRange, close #1036
  BUG: name inline method something different
  ENH: initial version of convert_to_annual for pandas, #736
  BUG: convert datetime64 -> datetime.datetime for matplotlib, close #1003
  ENH: integrate cython ohlc in groupby and test, close #152
  ENH: implement Cython OHLC function for groupby #152
  ENH: use cython bin groupers, fix bug in DatetimeIndex.__getitem causing slowness, some timeseries vbenches
  ENH: enable to_datetime to be vectorized, handle NAs, close #858
  TST: interactions between array of datetime objects and DatetimeIndex, bug fixes
  TST: remove errant foo and test_datetime64.py
  TST: moved test_datetime64.py tests to test_timeseries
  ..."
2012-04-14 14:38:38-04:00;1;63207b83fc35c2ade37861ca581949d95f63ad61;"Merge branch 'timeseries'

* timeseries: (200 commits)
  TST: don't use deprecated DateRange
  BUG: fix buglets surfacing from merge
  RLS: set released to false, bump dev version to 0.8.0
  BUG: fix major performance issue in DatetimeIndex.union affecting join performance on irregular indexes, remedying #1046
  ENH: add to_datetime method to Index, close #208
  ENH: legacy time rule support and refactoring, better alias handling. misc tests, #1041
  ENH: to_datetime will convert array of strings and NAs to datetime64 with NaT, close #999
  ENH: more datetime64 integration in core data algorithms per #996, close #1035
  ENH: handle datetime64 in block formation from dict of arrays in DataFrame constructor, close #1037
  BUG: fix broken time_rule usage in legacy DateRange, close #1036
  BUG: name inline method something different
  ENH: initial version of convert_to_annual for pandas, #736
  BUG: convert datetime64 -> datetime.datetime for matplotlib, close #1003
  ENH: integrate cython ohlc in groupby and test, close #152
  ENH: implement Cython OHLC function for groupby #152
  ENH: use cython bin groupers, fix bug in DatetimeIndex.__getitem causing slowness, some timeseries vbenches
  ENH: enable to_datetime to be vectorized, handle NAs, close #858
  TST: interactions between array of datetime objects and DatetimeIndex, bug fixes
  TST: remove errant foo and test_datetime64.py
  TST: moved test_datetime64.py tests to test_timeseries
  ..."
